category,volume,issue,date,link
SCIENTIFIC AMERICAN,9,35,"May 13, 1854",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=81AB0D6E-400C-4930-8E0B97B9CA044E29
SCIENTIFIC AMERICAN,9,34,"May 06, 1854",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=851C3C08-E34A-499C-B1EBC638AB1A2604
SCIENTIFIC AMERICAN,9,33,"April 29, 1854",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=95296465-EBD0-4E03-93785AD3B614EB7C
SCIENTIFIC AMERICAN,9,32,"April 22, 1854",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=9D6307FD-810B-4583-ACCE0F7FEC8007BD
SCIENTIFIC AMERICAN,9,31,"April 15, 1854",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=A95A7BF0-24C1-41B2-A8EB5A190805ABD4
SCIENTIFIC AMERICAN,9,30,"April 08, 1854",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=4EC9A493-3397-4AF5-9DDE22CE3C285B69
SCIENTIFIC AMERICAN,9,29,"April 01, 1854",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=7879998A-798B-4D41-B93A6328BA3423A9
SCIENTIFIC AMERICAN,9,28,"March 25, 1854",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=DDAE5039-8814-47F9-9E4501FFE8A48F2E
SCIENTIFIC AMERICAN,9,27,"March 18, 1854",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=C729C948-83EB-4E17-9909C7A724A8DB78
SCIENTIFIC AMERICAN,9,26,"March 11, 1854",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=1647AE55-131E-478E-8E4D9D326444B326
SCIENTIFIC AMERICAN,9,25,"March 04, 1854",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=2826BEC6-0F1B-4354-8D8442D059EAA4F6
SCIENTIFIC AMERICAN,9,24,"February 25, 1854",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=99610655-08C5-415E-9C86D84083677A4B
SCIENTIFIC AMERICAN,9,23,"February 18, 1854",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=0BA46E74-99D9-4443-AC7604135DFFFA64
SCIENTIFIC AMERICAN,9,22,"February 11, 1854",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=4F0BDCD1-3308-47BF-9060873B7592B896
SCIENTIFIC AMERICAN,9,21,"February 04, 1854",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=9C96D739-7F86-447A-A4485DB144CA5339
SCIENTIFIC AMERICAN,9,20,"January 28, 1854",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=C27F7624-63BC-4010-B3C0012E11033300
SCIENTIFIC AMERICAN,9,19,"January 21, 1854",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=9397A9C0-873D-4890-9106630E7A7E588F
SCIENTIFIC AMERICAN,9,18,"January 14, 1854",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=4D7F22C2-F0C6-4D44-87FD21C22066F3D2
SCIENTIFIC AMERICAN,9,17,"January 07, 1854",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=255CEECA-4F1A-48DA-9EF17652C0FFE9EC
SCIENTIFIC AMERICAN,9,16,"December 31, 1853",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=981D0919-85E5-4B2C-BC31152D273EA513
SCIENTIFIC AMERICAN,9,15,"December 24, 1853",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=45BDA2EA-4593-4EB1-91B8FB0AFA608D26
SCIENTIFIC AMERICAN,9,14,"December 17, 1853",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=B458012B-E3C9-48C4-9B6FDDCD0A459003
SCIENTIFIC AMERICAN,9,13,"December 10, 1853",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=52F02451-AEDC-41A8-8F0E251411821F04
SCIENTIFIC AMERICAN,9,12,"December 03, 1853",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=D9628841-7682-4569-A52090827258B444
SCIENTIFIC AMERICAN,9,11,"November 26, 1853",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=AC5B63FB-836A-4C08-9FB43D15D73AF5BB
SCIENTIFIC AMERICAN,9,10,"November 19, 1853",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=79CEF089-BF09-496A-97DC1E4D24718748
SCIENTIFIC AMERICAN,9,9,"November 12, 1853",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=13FD427F-9F10-4117-B52BC9E5D142F2F4
SCIENTIFIC AMERICAN,9,8,"November 05, 1853",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=83A90681-89B0-4EB2-B0A6FE2679C5B0C3
SCIENTIFIC AMERICAN,9,7,"October 29, 1853",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=56E45D20-2A78-41B6-92E26EC95E8D2D7D
SCIENTIFIC AMERICAN,9,6,"October 22, 1853",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=4217D364-B02E-4870-85EBC8499993E5AF
SCIENTIFIC AMERICAN,9,5,"October 15, 1853",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=9F5E189A-03BD-49F8-B3AFD1DF444C5035
SCIENTIFIC AMERICAN,9,4,"October 08, 1853",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=0AC2703E-97FB-499A-B38C3E95D4BD142B
SCIENTIFIC AMERICAN,9,3,"October 01, 1853",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=BDDE8060-973C-4B57-81F9A463CD530212
SCIENTIFIC AMERICAN,9,2,"September 24, 1853",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=311C10F9-DD70-4AFE-821F0658640730FF
SCIENTIFIC AMERICAN,9,1,"September 17, 1853",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=2707EA64-938F-40E0-A3355366B98D95E4
SCIENTIFIC AMERICAN,8,51,"September 03, 1853",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=8F49E14C-8ADB-43F8-9E86E80E94513014
SCIENTIFIC AMERICAN,8,50,"August 27, 1853",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=AFE8B66C-FEBC-46AB-9C00B1646FEF8A25
SCIENTIFIC AMERICAN,8,49,"August 20, 1853",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=1CFD5832-95C5-4C70-9AA91AF286436AD6
SCIENTIFIC AMERICAN,8,48,"August 13, 1853",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=24A8A24E-AD13-4694-B5EC8A254476F914
SCIENTIFIC AMERICAN,8,46,"July 30, 1853",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=EDA4630E-455B-419E-87A94D06FFCE0C8C
SCIENTIFIC AMERICAN,8,44,"July 16, 1853",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=00F608A1-BB6C-4D20-99998C852908B6BC
SCIENTIFIC AMERICAN,8,42,"July 02, 1853",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=69BFFA67-1498-4AB9-BAA093F1AD7A5AEB
SCIENTIFIC AMERICAN,8,41,"June 25, 1853",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=62D63096-36B6-4147-9EC2DD04752395EB
SCIENTIFIC AMERICAN,8,40,"June 18, 1853",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=13C8C86C-E520-4E7F-A7D25C7E84D0F47E
SCIENTIFIC AMERICAN,8,39,"June 11, 1853",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=93A39B45-46FE-4EB1-96283DA6B517477C
SCIENTIFIC AMERICAN,8,38,"June 04, 1853",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=0B920C3C-9CD7-4282-8E0E8662B5D561C6
SCIENTIFIC AMERICAN,8,37,"May 28, 1853",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=55BC2E0F-9DD9-4573-8A6869B6D0FF3AE0
SCIENTIFIC AMERICAN,8,36,"May 21, 1853",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=B5C7B338-E9B9-42C7-94F4A792A0FCB130
SCIENTIFIC AMERICAN,8,35,"May 14, 1853",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=427CFE96-A5CE-4135-BAB353D042D18669
SCIENTIFIC AMERICAN,8,33,"April 30, 1853",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=37197E6A-176B-426E-86F125487834D499
SCIENTIFIC AMERICAN,8,32,"April 25, 1853",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=2EB8E046-BB7A-4D20-B85B16F11AAB8AF7
SCIENTIFIC AMERICAN,8,31,"April 16, 1853",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=E16A1125-B2DA-4823-BFF3922BC1C38A95
SCIENTIFIC AMERICAN,8,30,"April 09, 1853",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=8675001F-0211-412E-9FC1A6BB44163F18
SCIENTIFIC AMERICAN,8,29,"April 02, 1853",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=DAF1E913-7351-440D-9CFAA5D545549297
SCIENTIFIC AMERICAN,8,28,"March 26, 1853",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=8341463D-FDE3-48E4-9A5978AEB413085E
SCIENTIFIC AMERICAN,8,27,"March 19, 1853",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=B0F6B2C4-E2B8-4E16-927191071BBE5171
SCIENTIFIC AMERICAN,8,26,"March 12, 1853",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=78E4554D-36D3-4595-979F924C2B065BC3
SCIENTIFIC AMERICAN,8,25,"March 05, 1853",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=B0555098-B061-4A42-B30C4AE311C88EBD
SCIENTIFIC AMERICAN,8,24,"February 26, 1853",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=E005638A-78B9-4A52-8F8FC11193DF0468
SCIENTIFIC AMERICAN,8,23,"February 19, 1853",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=95301080-0B0B-4411-BA4411F64EA9B416
SCIENTIFIC AMERICAN,8,22,"February 12, 1853",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=75662C19-59AF-4324-9CAE45783B8DDF9D
SCIENTIFIC AMERICAN,8,21,"February 05, 1853",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=3CD4228A-717C-4ADD-B9A8F18FEA614502
SCIENTIFIC AMERICAN,8,20,"January 29, 1853",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=FDC254D9-3169-455C-B6782149516AC7E7
SCIENTIFIC AMERICAN,8,19,"January 22, 1853",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=8133BDF5-99D2-48D3-8C4BFF1289E7D5A4
SCIENTIFIC AMERICAN,8,18,"January 15, 1853",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=C4632918-736A-4BFC-979C0D84FCB89EF8
SCIENTIFIC AMERICAN,8,17,"January 08, 1853",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=4AEAD61D-414F-4B16-ADFA56FD6EBD6DA0
SCIENTIFIC AMERICAN,8,16,"January 01, 1853",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=2B1CF99A-06A3-4543-A5ABA8C97777FF88
SCIENTIFIC AMERICAN,8,15,"December 25, 1852",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=E2A44F78-37AA-4DF5-ACB61D178E2A9020
SCIENTIFIC AMERICAN,8,14,"December 18, 1852",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=49E63A3E-DEC8-4E26-B2588BFF6C3E754D
SCIENTIFIC AMERICAN,8,13,"December 11, 1852",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=27616C52-F137-4170-B9D5944EC69226D1
SCIENTIFIC AMERICAN,8,12,"December 04, 1852",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=912D0971-DA84-498E-8E1FC4A9DB69259F
SCIENTIFIC AMERICAN,8,11,"November 27, 1852",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=A56651BA-DDEE-46DB-966E82830A5A95F1
SCIENTIFIC AMERICAN,8,10,"November 20, 1852",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=1B4CCC4E-26A2-49B8-BE82EF6105BC5C40
SCIENTIFIC AMERICAN,8,9,"November 13, 1852",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=36ECC16A-AB12-4302-B0DF63EE0F523BC8
SCIENTIFIC AMERICAN,8,8,"November 06, 1852",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=521B9C80-E150-4195-91AF0566F0D268BB
SCIENTIFIC AMERICAN,8,7,"October 30, 1852",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=6AEC9AAB-37CC-4326-82D9A4BCE42E8451
SCIENTIFIC AMERICAN,8,6,"October 23, 1852",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=25E7C243-AF51-4252-ACA722CD18C1A0EC
SCIENTIFIC AMERICAN,8,5,"October 16, 1852",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=635A87FF-045C-4583-80965F4E340BC7D3
SCIENTIFIC AMERICAN,8,3,"October 02, 1852",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=424DC856-461E-49A9-BE7A048DCFFAA59A
SCIENTIFIC AMERICAN,8,2,"September 25, 1852",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=95E46FD6-F61F-483E-AFDB8F6179AB342A
SCIENTIFIC AMERICAN,8,1,"September 18, 1852",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=B717AEF5-725A-4D54-B8394694231A2E46
SCIENTIFIC AMERICAN,7,52,"September 11, 1852",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=7478E4E1-6FDC-4843-8B9CCF5E9D65794F
SCIENTIFIC AMERICAN,7,51,"September 04, 1852",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=21B8668C-059F-4468-944698C4CDD41D50
SCIENTIFIC AMERICAN,7,50,"August 28, 1852",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=F6827E39-CD67-4584-9D834C50255A459F
SCIENTIFIC AMERICAN,7,49,"August 21, 1852",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=3EF5B8C2-4C15-4C93-9DABAE26227FFDC0
SCIENTIFIC AMERICAN,7,48,"August 14, 1852",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=FC59FBCA-D2C8-4562-B6460766C0B72B19
SCIENTIFIC AMERICAN,7,47,"August 07, 1852",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=E4D175A0-CCE3-4BF5-A45D42428F50485D
SCIENTIFIC AMERICAN,7,46,"July 31, 1852",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=3D6F44C3-2A64-4B1E-914E6A2FF4FD819D
SCIENTIFIC AMERICAN,7,45,"July 25, 1852",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=D4A79BE9-70E2-40A9-95804369963B445F
SCIENTIFIC AMERICAN,7,44,"July 17, 1852",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=C3E5AC65-19B2-41EF-8B13960A2B686565
SCIENTIFIC AMERICAN,7,43,"July 10, 1852",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=13558319-CD6A-4888-9B1083CD6B9EAFAA
SCIENTIFIC AMERICAN,7,42,"July 03, 1852",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=38D463D4-E948-49D0-94CBDF97D4E7D5DB
SCIENTIFIC AMERICAN,7,41,"June 26, 1852",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=F99242E3-469E-4FA1-B3F28D0D5F76902F
SCIENTIFIC AMERICAN,7,40,"June 19, 1852",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=B30CBE09-BBBF-4C41-BDCBDD7559537685
SCIENTIFIC AMERICAN,7,39,"June 12, 1852",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=9FCA9FAC-D1E5-4682-8C0CA2A6A957C9C7
SCIENTIFIC AMERICAN,7,38,"June 05, 1852",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=477CEBE3-E9BB-4A72-A64A6690547C01E8
SCIENTIFIC AMERICAN,7,37,"May 29, 1852",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=83388BD1-A903-4587-80AE1D9FC20171D1
SCIENTIFIC AMERICAN,7,36,"May 22, 1852",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=3DE2D716-4645-4042-819FFA3B546765D3
SCIENTIFIC AMERICAN,7,35,"May 15, 1852",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=1CBE6D5D-74F8-485F-9A75D4346D34DF54
SCIENTIFIC AMERICAN,7,34,"May 08, 1852",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=35B2A0EF-C453-4DFD-866E8FF7F259DD39
SCIENTIFIC AMERICAN,7,33,"May 01, 1852",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=4FCBE467-0190-4E49-8B56B9F85951F895
SCIENTIFIC AMERICAN,7,32,"April 24, 1852",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=A81B230A-AB77-4703-9C111CB26A367A68
SCIENTIFIC AMERICAN,7,31,"April 17, 1852",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=D1F87ABB-85D4-498B-900CEB743D01F819
SCIENTIFIC AMERICAN,7,30,"April 10, 1852",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=793BB376-93E3-4914-9363E699C42BBA19
SCIENTIFIC AMERICAN,7,29,"April 03, 1852",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=EB9FD8BD-8FD2-478E-BE8946CEC8DF5AB6
SCIENTIFIC AMERICAN,7,28,"March 27, 1852",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=4EFB4002-FB1B-4D88-8CC4FA835E2DE1BF
SCIENTIFIC AMERICAN,7,27,"March 20, 1852",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=999A064D-F4E2-4CF8-BBD3EA857D6FD4E8
SCIENTIFIC AMERICAN,7,26,"March 13, 1852",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=E0557D82-EBE7-409C-84A81B98A1B15456
SCIENTIFIC AMERICAN,7,25,"March 06, 1852",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=15FC98A8-3BE1-47B4-B46D4DEEB679F468
SCIENTIFIC AMERICAN,7,24,"February 28, 1852",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=19ACFF0C-9130-4FB9-94786606BFD0EC0E
SCIENTIFIC AMERICAN,7,23,"February 21, 1852",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=F57AC5AE-D879-4176-AC800AA984E90200
SCIENTIFIC AMERICAN,7,22,"February 14, 1852",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=9A318711-139F-4ED1-B66D30DFD4355F49
SCIENTIFIC AMERICAN,7,21,"February 07, 1852",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=824739A2-B75A-4726-B8C48D5C62D5C0BA
SCIENTIFIC AMERICAN,7,20,"January 31, 1852",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=C83E6611-117F-48B6-BA6C33BEDA327344
SCIENTIFIC AMERICAN,7,19,"January 24, 1852",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=800BE024-83E8-4CDE-86597191FCDB55D0
SCIENTIFIC AMERICAN,7,18,"January 17, 1852",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=BA24EA5A-217E-4629-A0E62606257AA94C
SCIENTIFIC AMERICAN,7,17,"January 10, 1852",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=6C0B1FE9-2C7E-44CD-ACB6D9947AFC2B39
SCIENTIFIC AMERICAN,7,16,"January 03, 1852",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=DFBB7C8D-7FDE-47C9-93D2F4B6F9D8EC83
SCIENTIFIC AMERICAN,7,15,"December 27, 1851",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=8A0469C6-F25B-48C9-941B9F6E21E28116
SCIENTIFIC AMERICAN,7,14,"December 20, 1851",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=0FF5D2D3-9CEB-461A-97422A9784ED2E14
SCIENTIFIC AMERICAN,7,13,"December 13, 1851",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=DC0ED755-B23A-4A27-935D717EBCB08E6C
SCIENTIFIC AMERICAN,7,12,"December 06, 1851",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=53F143A9-C891-4259-B1A45976AA5FA1B1
SCIENTIFIC AMERICAN,7,11,"November 29, 1851",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=937BC420-5F06-42F0-A06EF28B876A688B
SCIENTIFIC AMERICAN,7,10,"November 22, 1851",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=35465950-0864-4F78-80A31151914E4088
SCIENTIFIC AMERICAN,7,9,"November 15, 1851",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=D7F8445F-3FEF-45E2-BBFB6321D294A576
SCIENTIFIC AMERICAN,7,8,"November 08, 1851",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=5C5F3423-4F73-44D4-BD6D6E609CFB6DEC
SCIENTIFIC AMERICAN,7,7,"November 01, 1851",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=D9CE777A-A0E1-4BA2-8603E208169F7F30
SCIENTIFIC AMERICAN,7,6,"October 25, 1851",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=27F90BD8-E476-4CA7-95671F48A0308061
SCIENTIFIC AMERICAN,7,5,"October 18, 1851",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=EFCF533D-33C2-46AB-AA922D1C31CF4C80
SCIENTIFIC AMERICAN,7,4,"October 11, 1851",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=4021C9D3-6A18-4D4C-A6743DCEF2373F84
SCIENTIFIC AMERICAN,7,3,"October 04, 1851",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=D354D282-B4A6-4748-B581BD09D156709C
SCIENTIFIC AMERICAN,7,2,"September 27, 1851",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=9849B5D7-4F17-44EA-9DD4D4EBBE2C40C9
SCIENTIFIC AMERICAN,7,1,"September 20, 1851",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=B6F4DCEC-CF78-4A8A-9BE52A2D77890641
SCIENTIFIC AMERICAN,6,52,"September 13, 1851",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=5B191F8D-3745-44D7-924291BA364CAEF4
SCIENTIFIC AMERICAN,6,51,"September 06, 1851",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=08F1099E-CC11-4BA5-809DDBF64C63642B
SCIENTIFIC AMERICAN,6,50,"August 30, 1851",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=5F28FB2B-B18D-4A4A-9019FEEC8986955C
SCIENTIFIC AMERICAN,6,49,"August 23, 1851",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=F026BF40-90D5-4C21-82364CB7F9F47282
SCIENTIFIC AMERICAN,6,48,"August 16, 1851",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=C1188E5F-B566-4FCE-9C217E0941D9DF89
SCIENTIFIC AMERICAN,6,47,"August 09, 1851",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=92636653-748B-45EE-8A0B501B01EB71BA
SCIENTIFIC AMERICAN,6,46,"August 02, 1851",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=CACC4194-8F5D-4E3C-B9EC8543B7C1B5F5
SCIENTIFIC AMERICAN,6,45,"July 26, 1851",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=9A1D3048-8B37-456A-B92520AF36388464
SCIENTIFIC AMERICAN,6,44,"July 19, 1851",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=2C53ACBC-12B3-41D3-A152FA10644DBF49
SCIENTIFIC AMERICAN,6,43,"July 12, 1851",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=DC8F3439-B547-4022-B7CADA3280F098D7
SCIENTIFIC AMERICAN,6,42,"July 05, 1851",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=F2E80108-A8C4-4728-82EE74F5D81D5C3A
SCIENTIFIC AMERICAN,6,41,"June 28, 1851",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=9FAF16A7-3964-4FEB-9AAAE609998F7622
SCIENTIFIC AMERICAN,6,40,"June 21, 1851",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=49B55E94-9C7D-4735-83F072E26F6FE3F8
SCIENTIFIC AMERICAN,6,39,"June 14, 1851",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=7D64C58B-7F54-4643-92DF32EF80391E0C
SCIENTIFIC AMERICAN,6,38,"June 07, 1851",https://www.scientificamerican.com/index.cfm/_api/render/file/?method=inline&amp;fileID=FDC9254D-5326-4C18-BD59B40E1DC1926D
